id,home_team,away_team,league_id,league_name,season,match_date,match_id_api,home_score,away_score,result,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_xg,away_xg,odds_home,odds_draw,odds_away,data_source,created_at,updated_at
"celtavigo_laspalmas_2025-04-07","Celta Vigo","Las Palmas",0,"La Liga","2023-2024","2025-04-07",,3,2,"H",,,,,,,,,,,,,,,3.94,2.91,3.4,3.3,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"mallorca_leganes_2025-04-08","Mallorca","Leganes",0,"La Liga","2023-2024","2025-04-08",,3,3,"D",,,,,,,,,,,,,,,3.51,3.33,3.4,3.19,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"rayovallecano_espanyol_2025-04-09","Rayo Vallecano","Espanyol",0,"La Liga","2023-2024","2025-04-09",,3,2,"H",,,,,,,,,,,,,,,3.42,2.43,3.4,3.15,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"girona_valladolid_2025-04-13","Girona","Valladolid",0,"La Liga","2023-2024","2025-04-13",,2,0,"H",,,,,,,,,,,,,,,2.21,0.47,3.4,3.39,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"alaves_barcelona_2025-04-17","Alaves","Barcelona",0,"La Liga","2023-2024","2025-04-17",,2,1,"H",,,,,,,,,,,,,,,2,1.17,3.4,3.4,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"laspalmas_realmadrid_2025-04-21","Las Palmas","Real Madrid",0,"La Liga","2023-2024","2025-04-21",,2,3,"A",,,,,,,,,,,,,,,2.05,3.15,3.4,3.07,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"leganes_atleticomadrid_2025-04-23","Leganes","Atletico Madrid",0,"La Liga","2023-2024","2025-04-23",,2,2,"D",,,,,,,,,,,,,,,2.07,2.1,3.4,3.15,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"espanyol_sevilla_2025-04-25","Espanyol","Sevilla",0,"La Liga","2023-2024","2025-04-25",,3,3,"D",,,,,,,,,,,,,,,3.1,3.43,3.4,3.44,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"valladolid_realsociedad_2025-04-27","Valladolid","Real Sociedad",0,"La Liga","2023-2024","2025-04-27",,3,3,"D",,,,,,,,,,,,,,,3.23,3.95,3.4,3.04,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"barcelona_athleticbilbao_2025-04-29","Barcelona","Athletic Bilbao",0,"La Liga","2023-2024","2025-04-29",,1,2,"A",,,,,,,,,,,,,,,1.82,2.69,2.5,3.06,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"realmadrid_realbetis_2025-04-30","Real Madrid","Real Betis",0,"La Liga","2023-2024","2025-04-30",,2,2,"D",,,,,,,,,,,,,,,2.44,2.1,2.5,3.01,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"atleticomadrid_valencia_2025-05-01","Atletico Madrid","Valencia",0,"La Liga","2023-2024","2025-05-01",,0,1,"A",,,,,,,,,,,,,,,0.02,1.27,2.5,3.28,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"dortmund_rbleipzig_2024-08-05","Dortmund","RB Leipzig",0,"Bundesliga","2023-2024","2024-08-05",,0,1,"A",,,,,,,,,,,,,,,0.75,1.65,2.5,3.36,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"unionberlin_freiburg_2024-08-11","Union Berlin","Freiburg",0,"Bundesliga","2023-2024","2024-08-11",,1,2,"A",,,,,,,,,,,,,,,1.55,2.04,2.5,3.18,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"freiburg_frankfurt_2024-08-13","Freiburg","Frankfurt",0,"Bundesliga","2023-2024","2024-08-13",,1,2,"A",,,,,,,,,,,,,,,1.95,2.34,3.1,3.45,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"frankfurt_wolfsburg_2024-08-15","Frankfurt","Wolfsburg",0,"Bundesliga","2023-2024","2024-08-15",,3,1,"H",,,,,,,,,,,,,,,3.1,1.8,3.1,3.26,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"wolfsburg_mainz_2024-08-19","Wolfsburg","Mainz",0,"Bundesliga","2023-2024","2024-08-19",,1,2,"A",,,,,,,,,,,,,,,1.09,2.22,3.1,3.39,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"mainz_borussiamgladbach_2024-08-22","Mainz","Borussia M'gladbach",0,"Bundesliga","2023-2024","2024-08-22",,3,2,"H",,,,,,,,,,,,,,,3.28,2.91,3.1,3.27,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"borussiamgladbach_hoffenheim_2024-08-23","Borussia M'gladbach","Hoffenheim",0,"Bundesliga","2023-2024","2024-08-23",,3,0,"H",,,,,,,,,,,,,,,3.3,0.89,3.1,3.33,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"hoffenheim_werderbremen_2024-08-25","Hoffenheim","Werder Bremen",0,"Bundesliga","2023-2024","2024-08-25",,3,2,"H",,,,,,,,,,,,,,,3.36,2.03,3.4,3.3,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"werderbremen_bochum_2024-08-28","Werder Bremen","Bochum",0,"Bundesliga","2023-2024","2024-08-28",,1,1,"D",,,,,,,,,,,,,,,1.55,1.13,3.4,3.29,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"augsburg_stuttgart_2024-09-01","Augsburg","Stuttgart",0,"Bundesliga","2023-2024","2024-09-01",,2,0,"H",,,,,,,,,,,,,,,2.68,0.37,3.4,3.46,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"stuttgart_heidenheim_2024-09-05","Stuttgart","Heidenheim",0,"Bundesliga","2023-2024","2024-09-05",,1,1,"D",,,,,,,,,,,,,,,1,1.45,3.4,3.05,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"heidenheim_holsteinkiel_2024-09-06","Heidenheim","Holstein Kiel",0,"Bundesliga","2023-2024","2024-09-06",,2,1,"H",,,,,,,,,,,,,,,2.02,1.72,3.4,3.08,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"holsteinkiel_stpauli_2024-09-08","Holstein Kiel","St. Pauli",0,"Bundesliga","2023-2024","2024-09-08",,3,3,"D",,,,,,,,,,,,,,,3.34,3.08,3.4,3.31,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"stpauli_bayernmunich_2024-09-09","St. Pauli","Bayern Munich",0,"Bundesliga","2023-2024","2024-09-09",,2,2,"D",,,,,,,,,,,,,,,2.73,2.65,3.4,3.48,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"bayernmunich_rbleipzig_2024-09-10","Bayern Munich","RB Leipzig",0,"Bundesliga","2023-2024","2024-09-10",,3,0,"H",,,,,,,,,,,,,,,3.51,0.96,2.5,3.43,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"dortmund_leverkusen_2024-09-14","Dortmund","Leverkusen",0,"Bundesliga","2023-2024","2024-09-14",,3,1,"H",,,,,,,,,,,,,,,3.54,1.44,2.5,3.21,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"rbleipzig_unionberlin_2024-09-18","RB Leipzig","Union Berlin",0,"Bundesliga","2023-2024","2024-09-18",,3,1,"H",,,,,,,,,,,,,,,3.49,1.07,2.5,3.19,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"leverkusen_freiburg_2024-09-20","Leverkusen","Freiburg",0,"Bundesliga","2023-2024","2024-09-20",,2,0,"H",,,,,,,,,,,,,,,2.98,0.86,2.5,3.4,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"unionberlin_frankfurt_2024-09-22","Union Berlin","Frankfurt",0,"Bundesliga","2023-2024","2024-09-22",,1,1,"D",,,,,,,,,,,,,,,1.37,1.02,2.5,3.37,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"freiburg_wolfsburg_2024-09-23","Freiburg","Wolfsburg",0,"Bundesliga","2023-2024","2024-09-23",,0,1,"A",,,,,,,,,,,,,,,0.8,1.26,3.1,3.44,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"frankfurt_mainz_2024-09-26","Frankfurt","Mainz",0,"Bundesliga","2023-2024","2024-09-26",,0,0,"D",,,,,,,,,,,,,,,0.97,0.32,3.1,3.25,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"wolfsburg_borussiamgladbach_2024-09-27","Wolfsburg","Borussia M'gladbach",0,"Bundesliga","2023-2024","2024-09-27",,1,0,"H",,,,,,,,,,,,,,,1.02,0.89,3.1,3.18,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"mainz_hoffenheim_2024-10-01","Mainz","Hoffenheim",0,"Bundesliga","2023-2024","2024-10-01",,1,2,"A",,,,,,,,,,,,,,,1.05,2.27,3.1,3.41,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"borussiamgladbach_werderbremen_2024-10-05","Borussia M'gladbach","Werder Bremen",0,"Bundesliga","2023-2024","2024-10-05",,2,3,"A",,,,,,,,,,,,,,,2.92,3.62,3.1,3.29,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"hoffenheim_bochum_2024-10-09","Hoffenheim","Bochum",0,"Bundesliga","2023-2024","2024-10-09",,2,2,"D",,,,,,,,,,,,,,,2.06,2.57,3.4,3.29,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"werderbremen_augsburg_2024-10-13","Werder Bremen","Augsburg",0,"Bundesliga","2023-2024","2024-10-13",,2,0,"H",,,,,,,,,,,,,,,2.82,0.89,3.4,3.04,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"bochum_stuttgart_2024-10-16","Bochum","Stuttgart",0,"Bundesliga","2023-2024","2024-10-16",,2,2,"D",,,,,,,,,,,,,,,2.28,2.71,3.4,3.2,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"augsburg_heidenheim_2024-10-20","Augsburg","Heidenheim",0,"Bundesliga","2023-2024","2024-10-20",,1,1,"D",,,,,,,,,,,,,,,1.47,1.1,3.4,3.32,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"stuttgart_holsteinkiel_2024-10-24","Stuttgart","Holstein Kiel",0,"Bundesliga","2023-2024","2024-10-24",,1,1,"D",,,,,,,,,,,,,,,1.48,1.84,3.4,3.05,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"heidenheim_stpauli_2024-10-28","Heidenheim","St. Pauli",0,"Bundesliga","2023-2024","2024-10-28",,1,3,"A",,,,,,,,,,,,,,,1.76,3.64,3.4,3.24,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"holsteinkiel_bayernmunich_2024-11-01","Holstein Kiel","Bayern Munich",0,"Bundesliga","2023-2024","2024-11-01",,3,1,"H",,,,,,,,,,,,,,,3.13,1.18,3.4,3.39,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"stpauli_dortmund_2024-11-03","St. Pauli","Dortmund",0,"Bundesliga","2023-2024","2024-11-03",,2,0,"H",,,,,,,,,,,,,,,2.56,0.87,3.4,3.33,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"bayernmunich_leverkusen_2024-11-06","Bayern Munich","Leverkusen",0,"Bundesliga","2023-2024","2024-11-06",,2,3,"A",,,,,,,,,,,,,,,2.91,3.41,2.5,3.23,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"dortmund_unionberlin_2024-11-08","Dortmund","Union Berlin",0,"Bundesliga","2023-2024","2024-11-08",,3,0,"H",,,,,,,,,,,,,,,3.38,0.09,2.5,3.19,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"rbleipzig_freiburg_2024-11-11","RB Leipzig","Freiburg",0,"Bundesliga","2023-2024","2024-11-11",,0,3,"A",,,,,,,,,,,,,,,0.49,3.65,2.5,3.26,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"leverkusen_frankfurt_2024-11-13","Leverkusen","Frankfurt",0,"Bundesliga","2023-2024","2024-11-13",,1,0,"H",,,,,,,,,,,,,,,1.67,0.93,2.5,3.21,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"unionberlin_wolfsburg_2024-11-17","Union Berlin","Wolfsburg",0,"Bundesliga","2023-2024","2024-11-17",,0,1,"A",,,,,,,,,,,,,,,0.17,1.83,2.5,3.17,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"freiburg_mainz_2024-11-19","Freiburg","Mainz",0,"Bundesliga","2023-2024","2024-11-19",,0,0,"D",,,,,,,,,,,,,,,0.86,0.07,3.1,3.34,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"frankfurt_borussiamgladbach_2024-11-22","Frankfurt","Borussia M'gladbach",0,"Bundesliga","2023-2024","2024-11-22",,3,3,"D",,,,,,,,,,,,,,,3.69,3.52,3.1,3.44,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"wolfsburg_hoffenheim_2024-11-23","Wolfsburg","Hoffenheim",0,"Bundesliga","2023-2024","2024-11-23",,0,3,"A",,,,,,,,,,,,,,,0.13,3.41,3.1,3.12,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"mainz_werderbremen_2024-11-24","Mainz","Werder Bremen",0,"Bundesliga","2023-2024","2024-11-24",,2,2,"D",,,,,,,,,,,,,,,2.83,2.69,3.1,3.27,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"borussiamgladbach_bochum_2024-11-25","Borussia M'gladbach","Bochum",0,"Bundesliga","2023-2024","2024-11-25",,2,2,"D",,,,,,,,,,,,,,,2.08,2.09,3.1,3.49,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"hoffenheim_augsburg_2024-11-28","Hoffenheim","Augsburg",0,"Bundesliga","2023-2024","2024-11-28",,3,0,"H",,,,,,,,,,,,,,,3.61,0.83,3.4,3.45,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"werderbremen_stuttgart_2024-11-30","Werder Bremen","Stuttgart",0,"Bundesliga","2023-2024","2024-11-30",,0,2,"A",,,,,,,,,,,,,,,0.51,2.54,3.4,3.04,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"bochum_heidenheim_2024-12-03","Bochum","Heidenheim",0,"Bundesliga","2023-2024","2024-12-03",,2,3,"A",,,,,,,,,,,,,,,2.89,3.53,3.4,3.13,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"augsburg_holsteinkiel_2024-12-07","Augsburg","Holstein Kiel",0,"Bundesliga","2023-2024","2024-12-07",,1,0,"H",,,,,,,,,,,,,,,1.26,0.81,3.4,3.45,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"stuttgart_stpauli_2024-12-11","Stuttgart","St. Pauli",0,"Bundesliga","2023-2024","2024-12-11",,0,1,"A",,,,,,,,,,,,,,,1,1.84,3.4,3.42,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"heidenheim_bayernmunich_2024-12-15","Heidenheim","Bayern Munich",0,"Bundesliga","2023-2024","2024-12-15",,3,3,"D",,,,,,,,,,,,,,,3.61,3.63,3.4,3.16,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"holsteinkiel_dortmund_2024-12-16","Holstein Kiel","Dortmund",0,"Bundesliga","2023-2024","2024-12-16",,0,3,"A",,,,,,,,,,,,,,,0.05,3.59,3.4,3.24,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"stpauli_rbleipzig_2024-12-18","St. Pauli","RB Leipzig",0,"Bundesliga","2023-2024","2024-12-18",,1,0,"H",,,,,,,,,,,,,,,1.42,0.81,3.4,3.2,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"bayernmunich_unionberlin_2024-12-21","Bayern Munich","Union Berlin",0,"Bundesliga","2023-2024","2024-12-21",,0,2,"A",,,,,,,,,,,,,,,0.2,2.13,2.5,3.3,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"dortmund_freiburg_2024-12-25","Dortmund","Freiburg",0,"Bundesliga","2023-2024","2024-12-25",,2,0,"H",,,,,,,,,,,,,,,2.24,0.72,2.5,3.22,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"rbleipzig_frankfurt_2024-12-28","RB Leipzig","Frankfurt",0,"Bundesliga","2023-2024","2024-12-28",,3,2,"H",,,,,,,,,,,,,,,3.86,2,2.5,3.45,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"leverkusen_wolfsburg_2025-01-01","Leverkusen","Wolfsburg",0,"Bundesliga","2023-2024","2025-01-01",,0,3,"A",,,,,,,,,,,,,,,0.23,3.13,2.5,3.23,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"unionberlin_mainz_2025-01-02","Union Berlin","Mainz",0,"Bundesliga","2023-2024","2025-01-02",,3,3,"D",,,,,,,,,,,,,,,3.33,3.17,2.5,3.24,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"freiburg_borussiamgladbach_2025-01-05","Freiburg","Borussia M'gladbach",0,"Bundesliga","2023-2024","2025-01-05",,1,3,"A",,,,,,,,,,,,,,,1.03,3.92,3.1,3.33,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"frankfurt_hoffenheim_2025-01-06","Frankfurt","Hoffenheim",0,"Bundesliga","2023-2024","2025-01-06",,2,3,"A",,,,,,,,,,,,,,,2.76,3.74,3.1,3.27,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"wolfsburg_werderbremen_2025-01-09","Wolfsburg","Werder Bremen",0,"Bundesliga","2023-2024","2025-01-09",,1,1,"D",,,,,,,,,,,,,,,1.21,1.57,3.1,3.25,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"mainz_bochum_2025-01-11","Mainz","Bochum",0,"Bundesliga","2023-2024","2025-01-11",,3,1,"H",,,,,,,,,,,,,,,3.38,1.25,3.1,3.31,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"borussiamgladbach_augsburg_2025-01-14","Borussia M'gladbach","Augsburg",0,"Bundesliga","2023-2024","2025-01-14",,3,3,"D",,,,,,,,,,,,,,,3.4,3.59,3.1,3.31,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"hoffenheim_stuttgart_2025-01-18","Hoffenheim","Stuttgart",0,"Bundesliga","2023-2024","2025-01-18",,3,3,"D",,,,,,,,,,,,,,,3.68,3.17,3.4,3.17,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"werderbremen_heidenheim_2025-01-20","Werder Bremen","Heidenheim",0,"Bundesliga","2023-2024","2025-01-20",,2,0,"H",,,,,,,,,,,,,,,2.19,0.59,3.4,3.44,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"bochum_holsteinkiel_2025-01-24","Bochum","Holstein Kiel",0,"Bundesliga","2023-2024","2025-01-24",,3,2,"H",,,,,,,,,,,,,,,3.63,2.27,3.4,3.22,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"augsburg_stpauli_2025-01-27","Augsburg","St. Pauli",0,"Bundesliga","2023-2024","2025-01-27",,1,2,"A",,,,,,,,,,,,,,,1.48,2.33,3.4,3.42,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"stuttgart_bayernmunich_2025-01-30","Stuttgart","Bayern Munich",0,"Bundesliga","2023-2024","2025-01-30",,3,2,"H",,,,,,,,,,,,,,,3.6,2.26,3.4,3.08,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"heidenheim_dortmund_2025-02-01","Heidenheim","Dortmund",0,"Bundesliga","2023-2024","2025-02-01",,1,2,"A",,,,,,,,,,,,,,,1.12,2.88,3.4,3.09,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"holsteinkiel_rbleipzig_2025-02-03","Holstein Kiel","RB Leipzig",0,"Bundesliga","2023-2024","2025-02-03",,0,2,"A",,,,,,,,,,,,,,,0.79,2.78,3.4,3.44,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"stpauli_leverkusen_2025-02-06","St. Pauli","Leverkusen",0,"Bundesliga","2023-2024","2025-02-06",,0,2,"A",,,,,,,,,,,,,,,0.07,2.29,3.4,3.31,2.5,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"bayernmunich_freiburg_2025-02-09","Bayern Munich","Freiburg",0,"Bundesliga","2023-2024","2025-02-09",,2,2,"D",,,,,,,,,,,,,,,2.08,2.16,2.5,3.07,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"dortmund_frankfurt_2025-02-10","Dortmund","Frankfurt",0,"Bundesliga","2023-2024","2025-02-10",,0,2,"A",,,,,,,,,,,,,,,0.04,2.7,2.5,3.02,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"rbleipzig_wolfsburg_2025-02-12","RB Leipzig","Wolfsburg",0,"Bundesliga","2023-2024","2025-02-12",,1,0,"H",,,,,,,,,,,,,,,1.39,0.74,2.5,3.04,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"leverkusen_mainz_2025-02-13","Leverkusen","Mainz",0,"Bundesliga","2023-2024","2025-02-13",,1,2,"A",,,,,,,,,,,,,,,1.29,2.39,2.5,3.24,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"unionberlin_borussiamgladbach_2025-02-16","Union Berlin","Borussia M'gladbach",0,"Bundesliga","2023-2024","2025-02-16",,1,3,"A",,,,,,,,,,,,,,,1.53,3.32,2.5,3.43,3.1,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"freiburg_hoffenheim_2025-02-18","Freiburg","Hoffenheim",0,"Bundesliga","2023-2024","2025-02-18",,1,3,"A",,,,,,,,,,,,,,,1.53,3.24,3.1,3.43,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"frankfurt_werderbremen_2025-02-19","Frankfurt","Werder Bremen",0,"Bundesliga","2023-2024","2025-02-19",,0,0,"D",,,,,,,,,,,,,,,0.2,0.95,3.1,3.45,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"wolfsburg_bochum_2025-02-21","Wolfsburg","Bochum",0,"Bundesliga","2023-2024","2025-02-21",,3,2,"H",,,,,,,,,,,,,,,3.55,2.86,3.1,3.39,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"mainz_augsburg_2025-02-22","Mainz","Augsburg",0,"Bundesliga","2023-2024","2025-02-22",,3,3,"D",,,,,,,,,,,,,,,3.49,3.25,3.1,3.16,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"borussiamgladbach_stuttgart_2025-02-26","Borussia M'gladbach","Stuttgart",0,"Bundesliga","2023-2024","2025-02-26",,3,0,"H",,,,,,,,,,,,,,,3.76,0.59,3.1,3.13,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"hoffenheim_heidenheim_2025-02-27","Hoffenheim","Heidenheim",0,"Bundesliga","2023-2024","2025-02-27",,1,2,"A",,,,,,,,,,,,,,,1.75,2.21,3.4,3.33,3.4,"historical_generation","2026-03-18T21:37:24.949413+00:00","2026-03-18T21:37:24.949413+00:00"
"werderbremen_holsteinkiel_2025-03-02","Werder Bremen","Holstein Kiel",0,"Bundesliga","2023-2024","2025-03-02",,2,2,"D",,,,,,,,,,,,,,,2.38,2.3,3.4,3.33,3.4,"historical_generation","2026-03-18T21:37:25.257423+00:00","2026-03-18T21:37:25.257423+00:00"
"bochum_stpauli_2025-03-04","Bochum","St. Pauli",0,"Bundesliga","2023-2024","2025-03-04",,0,3,"A",,,,,,,,,,,,,,,0.22,3.24,3.4,3.3,3.4,"historical_generation","2026-03-18T21:37:25.257423+00:00","2026-03-18T21:37:25.257423+00:00"
"augsburg_bayernmunich_2025-03-08","Augsburg","Bayern Munich",0,"Bundesliga","2023-2024","2025-03-08",,3,2,"H",,,,,,,,,,,,,,,3.44,2.85,3.4,3.22,2.5,"historical_generation","2026-03-18T21:37:25.257423+00:00","2026-03-18T21:37:25.257423+00:00"
